DATE,MONTH,Fall,Winter,Spring,Summer,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,willRain,SeattleTwoDaysBeforePrecip,Humidity Diff
8/17/2016,8,0,0,0,1,46,83,30,29.82,26.95,61,5.2,18,8.2,0,95,70,310,17,0,0,0,300,14,0,0,4
8/18/2016,8,0,0,0,1,43,83,28,29.84,26.96,59,5.8,18,8.5,0,96,69,270,22,0,0,0,290,16,0,0,-2
8/19/2016,8,0,0,0,1,41,77,30,29.86,26.98,57,7,12,2.8,0,93,61,280,24,0,0,0,280,20,0,0.14,2
8/20/2016,8,0,0,0,1,40,75,29,29.86,26.96,56,5.8,10,1,0,91,59,310,17,0,0,0,340,14,0,0,-1
8/21/2016,8,0,0,0,1,31,79,19,29.75,26.87,54,7.5,14,5.3,0,95,63,320,24,0,0,0,320,20,0,0,-10
8/22/2016,8,0,0,0,1,31,72,24,29.83,26.95,52,7.3,7,-1.4,0,86,58,320,21,0,0,0,10,16,0,0.55,5
8/23/2016,8,0,0,0,1,29,65,27,30.01,27.08,49,7.2,0,-8.1,0,80,50,320,23,0,0,0,300,17,0,0,3
8/24/2016,8,0,0,0,1,35,67,33,30.04,27.11,51,6.5,2,-5.8,0,82,52,320,25,0,0,0,280,18,0,0,6
8/25/2016,8,0,0,0,1,34,70,28,29.98,27.06,52,7,5,-2.5,0,84,55,150,22,0,0,0,150,18,0,0.35,-5
8/26/2016,8,0,0,0,1,33,72,26,29.88,26.97,52,5.7,7,-0.2,0,86,57,330,18,0,0,0,320,14,0,0.34,-2
8/27/2016,8,0,0,0,1,32,74,22,29.82,26.93,53,6.3,9,2.1,0,90,57,10,19,0,0,0,320,15,0,0,-4
8/28/2016,8,0,0,0,1,38,74,28,29.96,27.06,55,5.9,9,2.5,0,90,58,290,16,0,0,0,360,13,0,0,6
8/29/2016,8,0,0,0,1,40,81,26,29.96,27.06,57,6.4,16,9.8,0,94,67,120,18,0,0,0,120,15,0,0,-2
8/30/2016,8,0,0,0,1,38,78,26,29.84,26.95,56,6.4,13,7.1,0,90,66,280,19,0,0,0,300,16,0,0,0
8/31/2016,8,0,0,0,1,38,77,27,29.79,26.9,56,7.6,12,6.4,0,92,62,200,24,0,0,0,200,20,0,0,1
9/1/2016,9,1,0,0,0,42,72,37,29.82,26.93,56,7.3,7,1.8,0,86,58,310,24,0,0,0,310,16,0,0,10
9/2/2016,9,1,0,0,0,42,63,46,29.88,26.97,52,7.3,0,-6.9,2,70,55,340,18,0,0,0,320,14,0,0,9
9/3/2016,9,1,0,0,0,36,63,42,29.83,26.9,49,3.8,0,-6.5,2,75,51,310,14,0,0,0,300,12,0,0,-4
9/4/2016,9,1,0,0,0,41,58,57,29.77,26.85,49,6.6,0,-11.2,7,65,51,140,20,0.01,0,0,130,16,1,0,15
9/5/2016,9,1,0,0,0,37,58,51,29.94,26.99,48,4.8,0,-10.8,7,71,44,270,16,0,0,0,300,12,0,0,-6
9/6/2016,9,1,0,0,0,34,65,36,29.91,26.98,49,10.5,0,-3.5,0,78,52,320,29,0,0,0,310,24,0,0,-15
9/7/2016,9,1,0,0,0,41,62,49,30.06,27.11,51,5.8,0,-6.1,3,75,48,320,19,0,0,0,300,14,0,0.01,13
9/8/2016,9,1,0,0,0,34,64,35,30.07,27.13,49,6.4,0,-3.8,1,77,50,300,26,0,0,0,290,20,0,0.12,-14
9/9/2016,9,1,0,0,0,31,61,33,30.22,27.27,47,5,0,-6.4,4,77,44,330,17,0,0,0,300,14,0,0.24,-2
9/10/2016,9,1,0,0,0,26,67,24,30.1,27.14,47,5.4,2,0,0,83,50,140,15,0,0,0,130,13,0,0.01,-9
9/11/2016,9,1,0,0,0,28,67,23,29.87,26.95,49,11.3,2,0.3,0,83,51,360,27,0,0,0,330,22,0,0,-1
9/12/2016,9,1,0,0,0,34,59,43,29.9,26.97,47,8,0,-7.3,6,72,46,150,25,0,0,0,170,20,0,0,20
9/13/2016,9,1,0,0,0,39,56,52,29.94,26.98,48,7.4,0,-9.9,9,66,45,130,27,0,0,0,120,23,0,0,9
9/14/2016,9,1,0,0,0,44,57,61,30.01,27.06,51,4.8,0,-8.5,8,63,51,130,20,0,0,0,120,16,0,0,9
9/15/2016,9,1,0,0,0,37,59,48,30.12,27.16,48,3.7,0,-6.2,6,74,44,300,15,0,0,0,320,12,0,0,-13
9/16/2016,9,1,0,0,0,34,63,35,30.07,27.12,48,5,0,-1.8,2,78,48,300,14,0,0,0,270,13,0,0,-13
9/17/2016,9,1,0,0,0,31,68,26,29.96,27.03,50,7,3,3.6,0,83,53,130,16,0,0,0,120,13,0,0,-9
9/18/2016,9,1,0,0,0,43,71,40,29.94,27.03,55,3.2,6,7,0,82,59,320,18,0,0,0,340,14,0,0,14
9/19/2016,9,1,0,0,0,47,68,49,29.96,27.03,56,3.6,3,4.4,0,83,53,350,16,0,0,0,330,10,0,0.01,9
9/20/2016,9,1,0,0,0,41,64,45,29.89,26.96,52,6.2,0,0.8,1,77,50,300,17,0,0,0,300,14,0,0,-4
9/21/2016,9,1,0,0,0,44,59,64,29.83,26.9,50,6.6,0,-3.9,6,69,48,90,32,0.15,0,0,90,26,1,0,19
9/22/2016,9,1,0,0,0,48,57,78,29.8,26.87,51,8.5,0,-5.5,8,61,52,300,24,0.05,0,0,300,18,1,0,14
9/23/2016,9,1,0,0,0,40,60,51,29.93,27,49,17.3,0,-2.1,5,70,50,300,35,0,0,0,300,30,0,0.33,-27
9/24/2016,9,1,0,0,0,37,58,50,30.23,27.27,47,9.4,0,-3.7,7,68,47,320,26,0,0,0,310,18,0,0,-1
9/25/2016,9,1,0,0,0,35,60,42,30.38,27.38,47,5.1,0,-1.3,5,75,44,280,13,0,0,0,140,12,0,0,-8
9/26/2016,9,1,0,0,0,39,69,37,30.19,27.23,53,8.6,4,8.1,0,84,54,150,18,0,0,0,160,15,0,0,-5
9/27/2016,9,1,0,0,0,43,70,40,30,27.06,55,5.2,5,9.5,0,86,54,150,15,0,0,0,160,13,0,0,3
9/28/2016,9,1,0,0,0,37,74,29,29.9,27,54,9.7,9,13.9,0,93,54,130,25,0,0,0,150,21,0,0,-11
9/29/2016,9,1,0,0,0,39,76,27,29.88,26.99,57,10.6,11,16.3,0,90,61,150,32,0,0,0,140,23,0,0,-2
9/30/2016,9,1,0,0,0,39,76,29,29.86,26.97,56,11.5,11,16.7,0,87,64,140,32,0,0,0,140,25,0,0,2
10/1/2016,10,1,0,0,0,32,61,31,29.9,26.98,49,8.6,0,2.1,4,73,49,320,28,0,0,0,320,23,0,0,2
10/2/2016,10,1,0,0,0,23,58,28,29.79,26.85,42,7.8,0,-0.5,7,69,46,280,23,0,0,0,280,17,0,0,-3
10/3/2016,10,1,0,0,0,29,54,39,29.82,26.88,42,9.1,0,-4.1,11,63,44,300,25,0,0,0,280,21,0,0,11
10/4/2016,10,1,0,0,0,33,51,52,29.9,26.95,43,4.6,0,-6.7,14,61,41,350,25,0,0,0,350,20,0,0.13,13
10/5/2016,10,1,0,0,0,35,53,53,29.98,27.02,44,4.8,0,-4.3,12,63,42,310,22,0,0,0,320,18,0,0,1
10/6/2016,10,1,0,0,0,36,55,52,30.13,27.16,45,3.5,0,-1.9,10,63,47,120,14,0,0,0,130,12,0,0,-1
10/7/2016,10,1,0,0,0,32,61,37,30.1,27.14,47,10,0,4.5,4,73,48,140,25,0,0,0,140,21,0,0,-15
10/8/2016,10,1,0,0,0,31,64,33,30.02,27.06,48,7.9,0,7.9,1,80,48,140,25,0,0,0,170,17,0,0,-4
10/9/2016,10,1,0,0,0,32,66,30,29.9,26.97,49,8.1,1,10.3,0,80,52,150,22,0,0,0,150,17,0,0.03,-3
10/10/2016,10,1,0,0,0,38,64,43,29.87,26.95,50,7.3,0,8.7,1,72,55,310,27,0,0,0,320,23,0,0,13
10/11/2016,10,1,0,0,0,32,51,51,30.07,27.13,43,8,0,-3.9,14,61,40,300,27,0,0,0,300,22,0,0,8
10/12/2016,10,1,0,0,0,21,52,35,30.12,27.13,38,9,0,-2.5,13,67,37,150,20,0,0,0,150,16,0,0,-16
10/13/2016,10,1,0,0,0,31,56,40,29.89,26.91,44,10.2,0,1.9,9,67,45,120,29,0,0,0,120,24,0,0,5
10/14/2016,10,1,0,0,0,42,62,62,29.72,26.8,50,13.3,0,8.3,3,71,52,250,37,0.06,0,0,310,30,1,0,22
10/15/2016,10,1,0,0,0,44,60,61,29.66,26.72,51,11,0,6.7,5,68,51,210,32,0.07,0,0,140,25,1,0,-1
10/16/2016,10,1,0,0,0,37,55,54,29.63,26.7,47,13.6,0,2.1,10,65,45,140,38,0.06,0,0,140,30,1,0,-7
10/17/2016,10,1,0,0,0,40,52,66,29.83,26.9,45,6.3,0,-0.5,13,59,45,150,24,0.11,0,0,150,20,1,0,12
10/18/2016,10,1,0,0,0,41,49,80,30.09,27.11,44,6,0,-3.1,16,53,44,260,16,0.38,0,0,250,13,1,0,14
10/19/2016,10,1,0,0,0,36,47,66,30.37,27.39,43,3.6,0,-4.7,18,57,37,120,17,0,0,0,120,14,0,0,-14
10/20/2016,10,1,0,0,0,34,55,53,30.26,27.25,44,8.2,0,3.7,10,66,43,170,18,0,0,0,170,15,0,0,-13
10/21/2016,10,1,0,0,0,37,55,57,30.01,27.03,45,5,0,4.1,10,70,40,140,16,0,0,0,320,13,0,0,4
10/22/2016,10,1,0,0,0,38,53,60,29.94,26.98,46,4.9,0,2.6,12,65,41,280,25,0,0,0,280,20,0,0,3
10/23/2016,10,1,0,0,0,37,59,50,29.93,26.97,47,3.8,0,9,6,74,44,160,14,0,0,0,150,12,0,0,-10
10/24/2016,10,1,0,0,0,43,60,59,29.87,26.93,50,10.2,0,10.4,5,67,53,210,32,0.07,0,0,90,23,1,0,9
10/25/2016,10,1,0,0,0,46,58,66,30.02,27.07,51,10.3,0,8.8,7,63,52,140,24,0.12,0,0,140,20,1,0,7
10/26/2016,10,1,0,0,0,44,65,55,29.98,27.03,52,9.1,0,16.2,0,76,53,150,27,0.11,0,0,140,20,1,0,-11
10/27/2016,10,1,0,0,0,43,60,58,29.86,26.92,50,8.3,0,11.6,5,69,51,270,24,0,0,0,290,20,0,0,3
10/28/2016,10,1,0,0,0,43,54,69,29.94,26.98,48,5.1,0,6,11,58,49,330,21,0.06,0,0,330,17,1,0,11
10/29/2016,10,1,0,0,0,46,57,71,29.97,27.01,50,9.9,0,9.4,8,68,46,140,30,0.03,0,0,140,24,1,0,2
10/30/2016,10,1,0,0,0,46,51,86,29.78,26.83,47,6.5,0,3.9,14,57,45,250,32,0.31,0,0,260,23,1,0,15
10/31/2016,10,1,0,0,0,37,50,62,29.94,26.97,44,6,0,3.3,15,56,43,130,18,0.01,0,0,160,15,1,0,-24
11/1/2016,11,1,0,0,0,39,50,71,30.03,27.07,44,5.2,0,3.7,15,56,44,330,14,0.01,0,0,130,12,1,0,9
11/2/2016,11,1,0,0,0,35,52,57,30.29,27.29,43,12.2,0,6.1,13,62,41,150,29,0,0,0,140,22,0,0.01,-14
11/3/2016,11,1,0,0,0,35,49,64,30.36,27.34,42,5.7,0,3.6,16,60,38,160,19,0,0,0,160,16,0,0.17,7
11/4/2016,11,1,0,0,0,35,50,60,30.27,27.27,42,5.4,0,5,15,62,38,150,17,0,0,0,130,14,0,0.05,-4
11/5/2016,11,1,0,0,0,36,52,58,30.08,27.08,44,5.6,0,7.4,13,65,38,120,22,0,0,0,120,18,0,0,-2
11/6/2016,11,1,0,0,0,37,57,52,30.03,27.08,46,6.3,0,12.9,8,65,48,130,18,0,0,0,110,16,0,0,-6
11/7/2016,11,1,0,0,0,38,50,65,30.29,27.3,44,5.3,0,6.3,15,60,40,140,16,0,0,0,140,14,0,0.01,13
11/8/2016,11,1,0,0,0,39,55,59,30.3,27.29,46,6,0,11.7,10,67,43,130,21,0,0,0,140,16,0,0.42,-6
11/9/2016,11,1,0,0,0,39,54,60,30.21,27.24,46,2.9,0,11.2,11,66,42,140,15,0,0,0,140,14,0,0.04,1
11/10/2016,11,1,0,0,0,40,54,65,30.24,27.24,46,2.9,0,11.6,11,66,42,110,17,0,0,0,120,14,0,0.03,5
11/11/2016,11,1,0,0,0,41,56,66,30.14,27.14,47,5.1,0,14,9,69,42,180,14,0,0,0,130,12,0,0,1
11/12/2016,11,1,0,0,0,39,56,60,30.08,27.13,47,6.4,0,14.5,9,68,43,140,21,0,0,0,140,18,0,0,-6
11/13/2016,11,1,0,0,0,37,52,61,30.21,27.22,44,6.8,0,10.9,13,63,41,140,14,0,0,0,140,14,0,0,1
11/14/2016,11,1,0,0,0,41,53,69,30.12,27.14,47,4.4,0,12.4,12,61,44,340,19,0,0,0,350,15,0,0,8
11/15/2016,11,1,0,0,0,44,52,76,29.92,26.95,47,8.1,0,11.8,13,58,46,300,31,0.07,0,0,300,25,1,0,7
11/16/2016,11,1,0,0,0,29,40,62,29.93,26.95,36,12.7,0,0.2,25,47,32,290,30,0,0,0,300,25,0,0,-14
11/17/2016,11,1,0,0,0,24,36,65,30.18,27.16,31,8.2,0,-3.3,29,45,27,320,24,0,0,0,300,21,0,0,3
11/18/2016,11,1,0,0,0,18,39,45,30.21,27.16,32,14.4,0,0.1,26,51,26,120,36,0,0,0,150,28,0,0,-20
11/19/2016,11,1,0,0,0,19,48,35,29.95,26.98,36,8.7,0,9.5,17,53,42,160,25,0,0,0,150,21,0,0.22,-10
11/20/2016,11,1,0,0,0,32,45,62,29.92,26.93,39,5.5,0,7,20,50,40,290,43,0,0,0,300,36,0,0,27
11/21/2016,11,1,0,0,0,33,40,79,29.97,26.98,36,4.7,0,2.4,25,50,30,330,21,0,0,0,300,16,0,0.08,17
11/22/2016,11,1,0,0,0,29,40,64,30.14,27.12,36,9.6,0,2.8,25,51,29,130,24,0,0,0,130,20,0,0,-15
11/23/2016,11,1,0,0,0,28,41,56,30.08,27.11,37,10.3,0,4.2,24,50,32,70,25,0,0,0,300,21,0,0,-8
11/24/2016,11,1,0,0,0,24,40,53,30.29,27.24,34,13.6,0,3.6,25,49,31,140,30,0,0,0,120,24,0,0,-3
11/25/2016,11,1,0,0,0,22,47,38,30.08,27.08,36,12.5,0,11,18,52,42,150,24,0,0,0,140,20,0,0.01,-15
11/26/2016,11,1,0,0,0,17,47,32,29.73,26.75,36,13.1,0,11.4,18,61,33,130,35,0,0,0,140,29,0,0,-6
11/27/2016,11,1,0,0,0,26,43,54,29.68,26.74,36,8.2,0,7.8,22,48,37,250,30,0,0,0,270,23,0,0,22
11/28/2016,11,1,0,0,0,30,38,79,29.79,26.82,34,9.6,0,3.2,27,44,31,320,32,0.15,0,0,320,24,1,0,25
11/29/2016,11,1,0,0,0,28,38,73,30.12,27.1,33,6.1,0,3.5,27,45,31,320,20,0.03,0,0,330,16,1,0.02,-6
11/30/2016,11,1,0,0,0,26,36,61,29.99,27.06,35,7,0,1.9,29,38,33,120,19,0,0,0,120,15,0,0,-12
12/1/2016,12,0,1,0,0,28,34,81,30.22,27.19,31,7,0,0.2,31,40,27,340,23,0,0,0,340,16,0,0,20
12/2/2016,12,0,1,0,0,22,29,74,30.39,27.32,27,4.5,0,-4.4,36,38,19,150,15,0,0,0,150,12,0,0,-7
12/3/2016,12,0,1,0,0,27,39,66,30.28,27.22,33,3.2,0,5.9,26,45,33,140,13,0,0,0,140,12,0,0.05,-8
12/4/2016,12,0,1,0,0,30,37,71,29.97,26.96,35,11.5,0,4.2,28,45,29,310,24,0.14,0,0,300,20,1,0,5
12/5/2016,12,0,1,0,0,16,27,64,30.14,27.09,23,5.1,0,-5.5,38,34,20,120,19,0,0,0,120,16,0,0,-7
12/6/2016,12,0,1,0,0,16,21,76,30.05,27.01,21,6,0,-11.2,44,27,14,120,24,0.01,0,0.3,120,20,1,0.13,12
12/7/2016,12,0,1,0,0,13,19,80,30.43,27.32,17,6.6,0,-13,46,24,13,160,17,0.03,0,0,160,15,1,0.04,4
12/8/2016,12,0,1,0,0,17,24,79,30.28,27.15,21,9.5,0,-7.7,41,30,17,150,26,0.12,1,1.2,160,17,1,0.31,-1
12/9/2016,12,0,1,0,0,26,28,91,30.16,27.09,28,3.2,0,-3.5,37,31,25,320,15,0.25,1,0.3,330,13,1,0.11,12
12/10/2016,12,0,1,0,0,32,33,98,29.95,26.92,32,3.3,0,1.8,32,36,30,220,13,0.41,1,0,140,10,1,0.61,7
12/11/2016,12,0,1,0,0,27,34,78,30.1,27.06,31,6.4,0,3,31,42,26,150,23,0,1,0,140,15,0,0.06,-20
12/12/2016,12,0,1,0,0,26,33,73,30.16,27.12,30,7.3,0,2.2,32,40,26,10,27,0,0,0,310,18,0,0,-5
12/13/2016,12,0,1,0,0,21,28,75,30.23,27.17,25,4.3,0,-2.6,37,34,22,150,17,0,0,0,150,12,0,0,2
12/14/2016,12,0,1,0,0,26,31,87,30.1,27.03,29,8.4,0,0.5,34,36,25,150,25,0.19,0,1.9,150,21,1,0.01,12
12/15/2016,12,0,1,0,0,32,37,95,29.75,26.74,33,4.3,0,6.7,28,41,32,140,19,0.06,2,0,150,15,1,1.75,8
12/16/2016,12,0,1,0,0,19,22,82,29.75,26.77,22,14.3,0,-8.2,43,32,11,300,29,0.18,2,1.9,300,24,1,1.36,-13
12/17/2016,12,0,1,0,0,3,10,72,30.4,27.29,8,5,0,-20.1,55,19,1,310,19,0,2,0,300,15,0,0.73,-10
12/18/2016,12,0,1,0,0,3,9,78,30.74,27.56,7,3.7,0,-21,56,17,0,140,16,0,2,0,150,14,0,0.56,6
12/19/2016,12,0,1,0,0,9,13,76,30.59,27.48,14,3.6,0,-16.9,52,20,6,150,18,0.04,2,0.4,150,16,1,0.17,-2
12/20/2016,12,0,1,0,0,19,21,90,30.45,27.33,21,4.9,0,-8.8,44,26,15,320,20,0.03,2,0.1,310,17,1,0.08,14
12/21/2016,12,0,1,0,0,17,21,85,30.57,27.45,20,4.4,0,-8.7,44,30,11,150,20,0,2,0,150,16,0,0.22,-5
12/22/2016,12,0,1,0,0,11,16,80,30.32,27.19,14,4.2,0,-13.7,49,24,7,180,33,0,2,0,150,18,0,1.19,-5
12/23/2016,12,0,1,0,0,16,20,89,29.92,26.82,18,4.9,0,-9.6,45,32,8,210,19,0.2,2,3,200,16,1,0.02,9
12/24/2016,12,0,1,0,0,23,27,85,29.73,26.72,26,10.3,0,-2.6,38,31,22,290,27,0.33,8,4.7,300,22,1,0.05,-4
12/25/2016,12,0,1,0,0,12,17,76,30.06,27.01,16,6.2,0,-12.6,48,26,8,300,19,0,9,0,300,15,0,0.12,-9
12/26/2016,12,0,1,0,0,9,14,79,30.48,27.35,13,5.8,0,-15.6,51,24,4,150,20,0,8,0,150,16,0,0.1,3
12/27/2016,12,0,1,0,0,18,25,81,30.32,27.21,21,7.9,0,-4.6,40,34,15,120,25,0.03,7,0.5,130,20,1,0,2
12/28/2016,12,0,1,0,0,16,22,83,30.51,27.44,19,3.4,0,-7.6,43,31,12,140,16,0,8,0,140,14,0,1.23,2
12/29/2016,12,0,1,0,0,10,17,77,30.53,27.42,15,4.5,0,-12.6,48,27,6,170,23,0,7,0,170,17,0,0.04,-6
12/30/2016,12,0,1,0,0,6,9,84,30.27,27.13,9,2.8,0,-20.6,56,16,2,300,13,0,7,0,310,12,0,0,7
12/31/2016,12,0,1,0,0,11,14,82,30.17,27.04,14,7.9,0,-15.7,51,20,8,130,18,0,7,0.1,160,14,0,0.19,-2
1/1/2017,1,0,1,0,0,9,11,84,29.87,26.78,12,2.2,0,-18.7,54,19,2,140,14,0.01,7,0.3,130,12,1,0.26,2
1/2/2017,1,0,1,0,0,13,18,85,29.98,26.93,16,2.8,0,-11.8,47,24,12,170,11,0.03,7,0.9,170,9,1,0.66,1
1/3/2017,1,0,1,0,0,17,21,87,30.19,27.09,19,1.2,0,-8.9,44,25,17,290,8,0.1,8,1.2,280,7,1,0.22,2
1/4/2017,1,0,1,0,0,21,23,91,30.03,26.98,23,2.6,0,-6.9,42,26,19,170,16,0.45,10,6.5,170,13,1,0.46,4
1/5/2017,1,0,1,0,0,5,9,78,30.31,27.19,9,5.7,0,-21,56,21,-4,130,15,0.01,15,0.4,130,13,1,0,-13
1/6/2017,1,0,1,0,0,-7,-3,79,30.49,27.29,-2,5.3,0,-33.1,68,6,-11,260,18,0,14,0,140,15,0,0,1
1/7/2017,1,0,1,0,0,3,7,81,30.36,27.19,7,5.8,0,-23.2,58,23,-10,170,19,0.14,12,2,170,16,1,1.31,2
1/8/2017,1,0,1,0,0,24,30,84,30.05,26.96,27,8.5,0,-0.3,35,45,14,130,31,0.23,13,0.4,140,25,1,0.12,3
1/9/2017,1,0,1,0,0,32,38,79,29.76,26.78,35,6.9,0,7.6,27,44,32,280,38,0.13,8,1,280,31,1,0.04,-5
1/10/2017,1,0,1,0,0,34,36,96,29.64,26.64,35,9.6,0,5.5,29,40,32,120,26,1.01,7,3.5,120,21,1,0,17
1/11/2017,1,0,1,0,0,28,32,78,29.67,26.72,32,6.9,0,1.4,33,41,23,290,34,0.02,6,0,270,24,1,0.24,-18
1/12/2017,1,0,1,0,0,17,24,76,30.16,27.11,21,3.5,0,-6.7,41,32,15,130,13,0,5,0,120,10,0,0,-2
1/13/2017,1,0,1,0,0,11,17,82,30.54,27.43,14,2.9,0,-13.8,48,25,8,300,11,0,5,0.5,290,10,0,0,6
1/14/2017,1,0,1,0,0,10,16,81,30.64,27.48,14,3.8,0,-14.9,49,20,11,150,11,0,5,0,330,8,0,0.1,-1
1/15/2017,1,0,1,0,0,6,8,85,30.53,27.37,9,4.3,0,-23,57,14,2,340,17,0,5,0.7,310,8,0,0.24,4
1/16/2017,1,0,1,0,0,0,6,81,30.61,27.42,4,3.2,0,-25.1,59,13,-1,140,10,0,5,0.5,280,8,0,0.31,-4
1/17/2017,1,0,1,0,0,2,8,79,30.45,27.27,5,2.9,0,-23.3,57,16,-1,270,21,0,5,0,280,13,0,1.08,-2
1/18/2017,1,0,1,0,0,19,23,86,30.03,26.92,21,8.1,0,-8.4,42,38,7,130,26,0.46,4,1.7,140,21,1,0.2,7
1/19/2017,1,0,1,0,0,32,37,84,29.69,26.7,35,9.6,0,5.5,28,39,34,130,24,0.17,4,0,130,18,1,0,-2
1/20/2017,1,0,1,0,0,28,39,69,29.39,26.42,34,13.8,0,7.4,26,43,34,110,31,0,4,0,120,25,0,0,-15
1/21/2017,1,0,1,0,0,31,36,86,29.59,26.64,34,7.6,0,4.2,29,40,31,230,24,0.1,3,0.9,150,17,1,0.04,17
1/22/2017,1,0,1,0,0,28,34,72,29.71,26.72,33,13.3,0,2.1,31,40,28,120,36,0.13,4,0.5,120,29,1,0.01,-14
1/23/2017,1,0,1,0,0,26,29,88,29.68,26.68,28,8.3,0,-3,36,32,26,290,20,0.1,4,3,300,16,1,0.02,16
1/24/2017,1,0,1,0,0,21,25,78,29.94,26.93,25,9.1,0,-7.2,40,34,16,300,22,0,6,0,310,18,0,0.45,-10
1/25/2017,1,0,1,0,0,17,21,75,30.28,27.21,22,6.8,0,-11.3,44,29,13,130,14,0,6,0,130,12,0,0.13,-3
1/26/2017,1,0,1,0,0,22,24,85,30.5,27.42,24,3.3,0,-8.4,41,30,18,290,12,0,5,0,290,10,0,0.66,10
1/27/2017,1,0,1,0,0,18,21,84,30.85,27.71,21,3.4,0,-11.6,44,26,16,150,11,0,5,0,150,9,0,0.01,-1
1/28/2017,1,0,1,0,0,17,23,80,30.96,27.8,21,6.1,0,-9.7,42,24,21,140,13,0,4,0,140,10,0,0.38,-4
1/29/2017,1,0,1,0,0,11,19,76,30.82,27.65,16,5,0,-13.9,46,26,12,150,15,0,4,0,150,13,0,0.32,-4
1/30/2017,1,0,1,0,0,12,16,82,30.55,27.39,15,2.9,0,-17.1,49,22,9,200,11,0,4,0,210,10,0,0,6
1/31/2017,1,0,1,0,0,16,21,82,30.25,27.16,19,3.3,0,-12.2,44,24,17,250,12,0,3,0,290,10,0,0.04,0
2/1/2017,2,0,1,0,0,21,25,85,30.23,27.15,23,5.3,0,-8.4,40,29,20,140,14,0,3,0,140,12,0,0.1,3
2/2/2017,2,0,1,0,0,23,28,84,30.23,27.16,26,5.2,0,-5.6,37,31,25,150,20,0,2,0.48,150,16,0,0.01,-1
2/3/2017,2,0,1,0,0,27,35,74,29.89,26.88,31,11.9,0,1.2,30,43,27,160,27,0.01,2,0.48,150,22,1,0.27,-10
2/4/2017,2,0,1,0,0,34,40,77,29.89,26.91,37,11.1,0,6.1,25,43,36,140,20,0,2,0,110,16,0,0.18,3
2/5/2017,2,0,1,0,0,32,43,62,29.76,26.77,39,14.8,0,8.9,22,49,37,110,31,0,0,0,120,24,0,0.17,-15
2/6/2017,2,0,1,0,0,33,43,70,29.56,26.64,38,8.5,0,8.7,22,50,36,140,32,0.01,0,0,130,28,1,0.24,8
2/7/2017,2,0,1,0,0,32,37,87,29.73,26.76,34,7.8,0,2.4,28,42,32,310,28,0.34,5,2.1,300,22,1,0,17
2/8/2017,2,0,1,0,0,35,40,79,30.02,27,38,11.7,0,5.2,25,48,32,140,25,0.14,0,0,120,20,1,0,-8
2/9/2017,2,0,1,0,0,40,51,63,29.77,26.8,46,14.3,0,16,14,57,45,120,26,0.18,0,0,110,22,1,0.06,-16
2/10/2017,2,0,1,0,0,38,45,78,29.89,26.93,42,5.2,0,9.8,20,53,37,330,19,0.17,0,0,330,16,1,0.34,15
2/11/2017,2,0,1,0,0,26,35,71,30.36,27.34,31,8.7,0,-0.4,30,41,28,330,24,0,0,0,300,18,0,0.18,-7
2/12/2017,2,0,1,0,0,24,34,72,30.56,27.47,29,5.6,0,-1.7,31,42,26,140,18,0,0,0,170,14,0,0.09,1
2/13/2017,2,0,1,0,0,25,34,78,30.47,27.39,29,2.4,0,-1.9,31,43,25,290,13,0,0,0,290,12,0,0.09,6
2/14/2017,2,0,1,0,0,26,34,79,30.4,27.32,29,3.3,0,-2.2,31,42,25,300,14,0,0,0,300,12,0,0,1
2/15/2017,2,0,1,0,0,27,34,79,30.19,27.11,31,3.7,0,-2.4,31,45,22,180,16,0,0,0,180,14,0,0,0
2/16/2017,2,0,1,0,0,34,48,66,29.73,26.77,40,10.6,0,11.3,17,58,37,160,50,0.04,0,0,250,30,1,0,-13
2/17/2017,2,0,1,0,0,33,44,72,29.65,26.67,38,8.8,0,7,21,51,36,140,34,0.06,0,0,140,26,1,0,6
2/18/2017,2,0,1,0,0,40,45,77,29.45,26.52,43,13.2,0,7.7,20,50,40,100,33,0.26,0,0,110,26,1,0,5
2/19/2017,2,0,1,0,0,36,45,76,29.64,26.7,40,8.2,0,7.5,20,52,38,230,34,0.06,0,0,230,24,1,0,-1
2/20/2017,2,0,1,0,0,37,49,65,29.76,26.8,44,14.3,0,11.2,16,57,40,140,36,0.04,0,0,140,26,1,0.81,-11
2/21/2017,2,0,1,0,0,32,48,54,29.89,26.95,41,14.5,0,9.9,17,56,39,240,37,0.05,0,0,250,30,1,0.01,-11
2/22/2017,2,0,1,0,0,28,36,75,29.97,26.95,32,7.7,0,-2.4,29,41,30,310,25,0,0,0,310,22,0,0,21
2/23/2017,2,0,1,0,0,24,32,75,29.94,26.92,29,20.5,0,-6.7,33,34,29,310,36,0,0,0,300,30,0,0.3,0
